,Time (s),grid CI (gCO2eq/kWh),grid CI (gCO2eq/J),cpu CI (gCO2eq/core-second),mem CI (gCO2eq/GB-second),Min CF Config,Min Runtime Config,Min Energy Config,Min Embodied CF Config,Min CF CF (gCO2eq),Min Runtime CF (gCO2eq),Min Energy CF (gCO2eq),Min Embodied CF (gCO2eq),Min CF Embodied CF (gCO2eq),Min Runtime Embodied CF (gCO2eq),Min Energy Embodied CF (gCO2eq),Min Embodied Embodied CF (gCO2eq),Min CF Operational CF (gCO2eq),Min Runtime Operational CF (gCO2eq),Min Energy Operational CF (gCO2eq),Min Embodied Operational CF (gCO2eq),Min CF % Improvement,Min Energy % Improvement,Min Embodied % Improvement
632,2275200,148.16,4.1155555555555554e-05,2.0306202224141355e-05,1.3073168030722523e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018646551711564718,0.00029966912566709535,0.0001881621462771179,0.000212865742063771,3.0443638440964307e-05,4.879205799680857e-05,5.529362723382873e-05,2.651535648947257e-05,0.00015602187867468285,0.00025087706767028674,0.00013286851904328919,0.0001863503855742984,37.77620010050916,37.21003261238576,28.966408671594312
633,2278800,146.33,4.0647222222222224e-05,2.058392378275977e-05,1.3209820934498996e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.000184922523508487,0.00029717951912330127,0.00018717618045839638,0.00021087582172925052,3.082775092164615e-05,4.940116253452519e-05,5.59487885064221e-05,2.682714515603857e-05,0.00015409477258684085,0.00024777835658877607,0.00013122739195197428,0.00018404867657321198,37.774135965351725,37.01578728891608,29.040930427726718
634,2282400,144.09,4.0025e-05,2.1001695481651088e-05,1.3412932801069012e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018313959792616227,0.00029429943901160206,0.00018614703468603473,0.0002085244880003239,3.1403687435914905e-05,5.0314040249374607e-05,5.692845403709078e-05,2.7293203865600255e-05,0.00015173591049024736,0.00024398539876222745,0.00012921858064894395,0.00018123128413472366,37.77099999196994,36.74910312054781,29.145468744130593
635,2286000,138.98,3.860555555555555e-05,2.047747020291264e-05,1.3125437196747655e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017701077911490442,0.0002844561980920552,0.00018025688734528647,0.0002014731244935603,3.065602278251094e-05,4.9123484371641805e-05,5.562090748138036e-05,2.666901685913812e-05,0.00014635475633239349,0.00023533271372041343,0.0001246359798639061,0.00017480410763442218,37.772219307515144,36.631056537234585,29.1725313616264
636,2289600,145.31,4.0363888888888886e-05,2.0623207336142997e-05,1.3156683407599892e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001838472684042764,0.00029543843671466885,0.0001861803342099003,0.0002095495626186397,3.082662052213439e-05,4.938723056476761e-05,5.586766883341307e-05,2.6783805816525117e-05,0.00015302064788214203,0.00024605120614990125,0.00013031266537648725,0.0001827657568021146,37.771377871920556,36.98168177429426,29.071665505385702
637,2293200,139.66,3.879444444444444e-05,2.077537048273541e-05,1.3162408430780325e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017805499272972793,0.00028610960143723405,0.000181306598684492,0.00020253058630682617,3.098415326086858e-05,4.96254540909041e-05,5.606080110359457e-05,2.6871198825005743e-05,0.00014707083946885935,0.00023648414734632996,0.00012524579758089744,0.0001756593874818204,37.76685863204449,36.63036900064797,29.21223709744785
638,2296800,125.94,3.498333333333333e-05,2.210284743173261e-05,1.3794905657905614e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016542714211880365,0.0002657606105279958,0.00017208461056154184,0.00018673940858805158,3.280433299157937e-05,5.250832986927614e-05,5.9142782211704924e-05,2.8336549791972068e-05,0.0001326228091272243,0.0002132522806587197,0.00011294182834983691,0.0001584028587960795,37.75332552474808,35.24826338272802,29.733978177936176
639,2300400,114.62,3.183888888888889e-05,2.225076698459524e-05,1.3869365447342732e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001537123320243878,0.0002469193621811733,0.00016228590930413608,0.0001726696012635063,3.301020099244833e-05,5.2835064824476026e-05,5.949575236068434e-05,2.850463639764451e-05,0.00012070213103193945,0.00019408429735669728,0.00010279015694345172,0.0001441649648658618,37.74796327571763,34.275745785759284,30.070449016949663
640,2304000,117.66,3.268333333333333e-05,2.295816320428721e-05,1.4405053595461075e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015803562478901385,0.0002538775505943967,0.0001671308812540212,0.00017751375780993212,3.4132180911697553e-05,5.46456676159549e-05,6.16144803993141e-05,2.9525188920407597e-05,0.0001239034438773163,0.00019923188297844182,0.0001055164008547071,0.0001479885688895245,37.751240935242485,34.16870421873767,30.07898595432171
641,2307600,122.94,3.4149999999999997e-05,2.17765245649762e-05,1.378628950136154e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016193291587436454,0.0002601749290121317,0.00016898883577645565,0.00018278311377819902,3.2469297055077914e-05,5.200250258539673e-05,5.8737379707462904e-05,2.815354842652351e-05,0.00012946361881928663,0.00020817242642673497,0.00011025145606899278,0.0001546295653516755,37.75998460373799,35.04799389468619,29.746069510918932
642,2311200,128.29,3.5636111111111105e-05,2.1028754893655404e-05,1.3354999743898562e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016648409145431255,0.0002675064819981812,0.00017187070783353361,0.00018859621754935556,3.138658325253702e-05,5.0274982191073455e-05,5.6821421197035464e-05,2.7237612221826268e-05,0.00013509750820177551,0.00021723149980710775,0.00011504928663649815,0.0001613586053275293,37.76446454279023,35.750824970775035,29.49844948032406
643,2314800,125.26,3.479444444444444e-05,2.1056227301145228e-05,1.336424261631772e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00016332803408292587,0.0002624301778507285,0.00016920798861587612,0.00018481087521717514,3.142130809216743e-05,5.0329330817925346e-05,5.687597798303051e-05,2.726329626849387e-05,0.00013190672599075844,0.00021210084703280317,0.00011233201063284559,0.00015754757894868127,37.76324223815921,35.522663589351986,29.57712534025092
644,2318400,118.53,3.2925e-05,2.0804302073291032e-05,1.3259336014360433e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001559070656419341,0.0002505081598049326,0.000162623974383696,0.0001760862826593579,3.1087456575315874e-05,4.98031190992152e-05,5.632736556754407e-05,2.7003458670956243e-05,0.00012481960906661824,0.0002007050407057174,0.00010629660881615191,0.00014908282398840166,37.76367773275854,35.08236437873755,29.708364471451166
645,2322000,110.66,3.073888888888889e-05,2.06731172635615e-05,1.3174243820151702e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001474222942436271,0.00023686591866847436,0.00015520749258685548,0.0001660156117387736,3.089029441816541e-05,4.948702889799694e-05,5.5968627054118025e-05,2.683139421952508e-05,0.0001165319998254617,0.0001873788897704774,9.923886553273746e-05,0.00013918421751924853,37.76128914098259,34.474535864279744,29.911566563894425
646,2325600,99.0,2.7499999999999998e-05,2.0530309512201657e-05,1.3105089804070727e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00013494691236255017,0.00021681054908302013,0.0001444166934709065,0.00015119109727273797,3.06936322006063e-05,4.917535942752345e-05,5.563440820304995e-05,2.667241360740631e-05,0.00010425328016194385,0.00016763518965549667,8.878228526785656e-05,0.00012451868366533168,37.758142796420444,33.3903751078057,30.265802142844745
647,2329200,94.63,2.6286111111111108e-05,2.035175047484807e-05,1.3051925132018404e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.000130124617030893,0.00020906719567947196,0.00014015969372353375,0.0001455360690423998,3.047322408417839e-05,4.883166035523304e-05,5.529638407810682e-05,2.6513816161083265e-05,9.965139294671461e-05,0.0001602355353242389,8.486330964542692e-05,0.00011902225288131653,37.75942868129752,32.959499806742826,30.38789822123692
648,2332800,93.97,2.6102777777777776e-05,1.8714548416917616e-05,1.2486682860326914e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00012734915325140483,0.00020469083840507453,0.00013628195285408435,0.00014315792055290575,2.8392782172436526e-05,4.557287101187226e-05,5.2010525110443136e-05,2.496579222935809e-05,9.895637107896831e-05,0.00015911796739320226,8.427142774364123e-05,0.00011819212832354765,37.784634503579376,33.42058984369974,30.06139323656378
649,2336400,113.89,3.163611111111111e-05,1.8616705746214872e-05,1.2483196518947973e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00014822503069422604,0.00023826815922241157,0.0001540223059550736,0.0001681566294966763,2.8291635970551426e-05,4.541995972883057e-05,5.1886806266627306e-05,2.490983270228614e-05,0.0001199333947236746,0.000192848199493581,0.0001021354996884463,0.00014324679679439016,37.790667801371946,35.35757926794516,29.425471684737197
650,2340000,158.12,4.392222222222222e-05,1.84548626334412e-05,1.24167905980774e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001933372900220417,0.00031282545738243295,0.0001933372900220417,0.00022362181932747438,5.1536735006349975e-05,4.5083273661956826e-05,5.1536735006349975e-05,2.4744099517754713e-05,0.00014180055501569172,0.00026774218372047613,0.00014180055501569172,0.00019887771980971967,38.19643335942302,38.19643335942302,28.51546635666101
651,2343600,172.27,4.785277777777778e-05,1.847007597553217e-05,1.2439128719798123e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00020609838775937332,0.0003368393164455938,0.00020609838775937332,0.00024145418776089938,5.16082434857001e-05,4.513715359758959e-05,5.16082434857001e-05,2.4779100538407563e-05,0.00015449014427367324,0.0002917021628480042,0.00015449014427367324,0.0002166750872224918,38.81403455684121,38.81403455684121,28.31769452901767
652,2347200,164.09,4.558055555555555e-05,1.839701358053225e-05,1.2396695757799918e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019857473418740719,0.0003228190517160706,0.00019857473418740719,0.00023107582742421613,5.142033833283563e-05,4.496795807394488e-05,5.142033833283563e-05,2.468925366013256e-05,0.00014715439585457154,0.00027785109364212576,0.00014715439585457154,0.00020638657376408358,38.48729400207153,38.48729400207153,28.419395882664787
653,2350800,163.65,4.545833333333333e-05,1.848314155168089e-05,1.2431540930949805e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019836525870460685,0.00032225249814438455,0.00019836525870460685,0.00023061001307975344,5.160545078455909e-05,4.5146449789616534e-05,5.160545078455909e-05,2.477685568751578e-05,0.00014675980792004775,0.000277106048354768,0.00014675980792004775,0.00020583315739223766,38.44415176085626,38.44415176085626,28.43809919002424
654,2354400,156.7,4.352777777777777e-05,1.903805566196981e-05,1.315126390993969e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00019424206978139823,0.0003123181568086897,0.00019451286862048802,0.00022303051278534702,2.922702936345277e-05,4.69804374246864e-05,5.3985756484395876e-05,2.593881853931199e-05,0.00016501504041794546,0.0002653377193840033,0.00014052711213609212,0.00019709169424603505,37.80634729463356,37.719641212010366,28.58868179029238
655,2358000,148.49,4.1247222222222225e-05,1.895706698789722e-05,1.2761781842321293e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018521681293537663,0.0002977557614108812,0.00018612066581820194,0.00021219146326610219,2.8847423326820626e-05,4.631990977507608e-05,5.295620582401989e-05,2.542601541291935e-05,0.000156369389608556,0.0002514358516358051,0.00013316445999418206,0.00018676544785318285,37.795724906296286,37.49216977824687,28.736403869850406
656,2361600,148.57,4.126944444444444e-05,1.8688926775997845e-05,1.2532037714134986e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018485534137065268,0.0002971680470431951,0.00018532529105046443,0.00021187303599962077,2.8401706687218355e-05,4.559673262787046e-05,5.20890877954599e-05,2.5006966987920547e-05,0.0001564536346834343,0.00025157131441532463,0.00013323620325500453,0.00018686606901170024,37.79434121200019,37.63619847610119,28.70261856624719
657,2365200,152.04,4.223333333333333e-05,1.871484855198331e-05,1.2535535418845397e-05,"['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001884761053795794,0.00030308781160445287,0.0001884761053795794,0.00021625541025235064,5.212803818639845e-05,4.564079912746588e-05,5.212803818639845e-05,2.5024898489956436e-05,0.00013634806719318093,0.000257447012476987,0.00013634806719318093,0.0001912305117623942,37.81468664746189,37.81468664746189,28.64925543935219
658,2368800,145.18,4.032777777777778e-05,1.8745988903332192e-05,1.2550356982266305e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00018135690964745876,0.00029153948387542085,0.000182396381037047,0.00020766150155134095,2.8473160011994025e-05,4.570840474223891e-05,5.220029845939631e-05,2.505925413181717e-05,0.00015288374963546474,0.00024583107913318195,0.00013019608257765068,0.00018260224741952378,37.79336258791099,37.436816923574,28.770710988814884
659,2372400,142.02,3.9450000000000003e-05,1.874625838714194e-05,1.2584971392683127e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017805599269022748,0.00028623692046238436,0.00017964585295205057,0.00020372887550241397,2.8499923512457096e-05,4.5756621120226365e-05,5.2283629176889036e-05,2.5101163844329047e-05,0.00014955606917777038,0.00024048029934215802,0.00012736222377516152,0.00017862771165808492,37.79419076945156,37.238755691665354,28.82508826139119
660,2376000,148.22,4.1172222222222216e-05,1.878993722130557e-05,1.2590408560359658e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.0001846331097701885,0.0002968089084414193,0.0001852704931278186,0.0002115566794186625,2.8548047289346926e-05,4.5830243686492866e-05,5.234816663891252e-05,2.513082797547607e-05,0.00015608506248084158,0.0002509786647549264,0.00013292232648890606,0.00018642585144318646,37.79394603089238,37.57920067133526,28.722934722689725
661,2379600,138.14,3.8372222222222216e-05,1.8782301846696005e-05,1.2579050550581376e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00017400185249318825,0.00027971335383690233,0.00017619460104142902,0.0001988606697591757,2.8531669447017316e-05,4.5802999301444666e-05,5.231192541615927e-05,2.511308428918664e-05,0.00014547018304617094,0.00023391035453545767,0.00012388267562526975,0.00017374758546998906,37.792797481293384,37.008870465238466,28.90555026016774
662,2383200,124.27,3.451944444444444e-05,1.916384600733357e-05,1.273467696650088e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015989899323836762,0.00025701995202623973,0.00016457918538450022,0.0001818050750688804,2.9034800049228595e-05,4.659545688999151e-05,5.313499760433319e-05,2.550268295685246e-05,0.00013086419318913902,0.0002104244951362482,0.00011144418778016703,0.00015630239211202794,37.787322743705445,35.96637767339635,29.26421718018237
663,2386800,115.72,3.214444444444444e-05,1.9273436089965235e-05,1.2829210298987424e-05,"['ivf', np.int64(96), np.int64(128)]","['ivf', np.int64(80), np.int64(16)]","['hnsw', np.int64(88), np.int64(128)]","['ivf', np.int64(32), np.int64(32)]",0.00015107795389638238,0.00024283881142728568,0.00015726754435548375,0.0001712232229852862,2.9217453084865784e-05,4.689190085219401e-05,5.349091757572255e-05,2.567471718980967e-05,0.00012186050081151658,0.00019594691057509166,0.00010377662677976122,0.00014554850579547656,37.78673474457342,35.237887456645254,29.490997761469302
