,Grid CI (gCO2eq/kWh),Grid CI (gCO2eq/J),cpu CI (gCO2eq/core-second),mem CI (gCO2eq/GB-second),Min CF Config,Min Runtime Config,Min Energy Config,Min Embodied CF Config,Min CF CF (gCO2eq),Min Runtime CF (gCO2eq),Min Energy CF (gCO2eq),Min Embodied CF (gCO2eq),Min CF Embodied CF (gCO2eq),Min Runtime Embodied CF (gCO2eq),Min Energy Embodied CF (gCO2eq),Min Embodied Embodied CF (gCO2eq),Min CF Operational CF (gCO2eq),Min Runtime Operational CF (gCO2eq),Min Energy Operational CF (gCO2eq),Min Embodied Operational CF (gCO2eq)
51,510,0.00014166666666666668,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00044380917012360876,0.0009868924331839382,0.00044380917012360876,0.0006661193992634854,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0003982801011916085,0.0009368085436352347,0.0003982801011916085,0.0006414598855486784
52,520,0.00014444444444444444,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0004516185838724638,0.0010052612281571782,0.0004516185838724638,0.0006786970440781653,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0004060895149404636,0.0009551773386084746,0.0004060895149404636,0.0006540375303633583
53,530,0.00014722222222222223,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0004594279976213189,0.0010236300231304181,0.0004594279976213189,0.0006912746888928454,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00041389892868931864,0.0009735461335817145,0.00041389892868931864,0.0006666151751780384
54,540,0.00015,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.00046723741137017394,0.0010419988181036579,0.00046723741137017394,0.0007038523337075253,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0004217083424381737,0.0009919149285549543,0.0004217083424381737,0.0006791928199927183
55,550,0.00015277777777777777,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.000475046825119029,0.0010603676130768978,0.000475046825119029,0.0007164299785222053,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00042951775618702877,0.0010102837235281942,0.00042951775618702877,0.0006917704648073983
56,560,0.00015555555555555556,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0004828562388678841,0.0010787364080501378,0.0004828562388678841,0.0007290076233368853,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0004373271699358839,0.0010286525185014342,0.0004373271699358839,0.0007043481096220783
57,570,0.00015833333333333332,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0004906656526167391,0.0010971052030233775,0.0004906656526167391,0.0007415852681515652,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0004451365836847389,0.001047021313474674,0.0004451365836847389,0.0007169257544367582
58,580,0.0001611111111111111,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0004984750663655943,0.0011154739979966175,0.0004984750663655943,0.0007541629129662452,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.000452945997433594,0.0010653901084479139,0.000452945997433594,0.0007295033992514382
59,590,0.0001638888888888889,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005062844801144494,0.0011338427929698575,0.0005062844801144494,0.0007667405577809252,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0004607554111824491,0.0010837589034211538,0.0004607554111824491,0.0007420810440661182
60,600,0.00016666666666666666,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005140938938633044,0.0011522115879430972,0.0005140938938633044,0.0007793182025956051,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00046856482493130413,0.0011021276983943936,0.00046856482493130413,0.0007546586888807981
61,610,0.00016944444444444445,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005219033076121595,0.0011705803829163374,0.0005219033076121595,0.0007918958474102851,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00047637423868015924,0.0011204964933676338,0.00047637423868015924,0.0007672363336954781
62,620,0.0001722222222222222,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005297127213610144,0.0011889491778895771,0.0005297127213610144,0.000804473492224965,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00048418365242901425,0.0011388652883408735,0.00048418365242901425,0.000779813978510158
63,630,0.000175,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005375221351098695,0.001207317972862817,0.0005375221351098695,0.000817051137039645,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0004919930661778693,0.0011572340833141135,0.0004919930661778693,0.000792391623324838
64,640,0.00017777777777777779,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005453315488587247,0.001225686767836057,0.0005453315488587247,0.000829628781854325,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0004998024799267245,0.0011756028782873534,0.0004998024799267245,0.000804969268139518
65,650,0.00018055555555555555,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005531409626075796,0.0012440555628092968,0.0005531409626075796,0.0008422064266690049,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0005076118936755794,0.0011939716732605932,0.0005076118936755794,0.0008175469129541979
66,660,0.00018333333333333334,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005609503763564348,0.0012624243577825367,0.0005609503763564348,0.0008547840714836849,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0005154213074244346,0.0012123404682338331,0.0005154213074244346,0.0008301245577688779
67,670,0.00018611111111111112,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005687597901052898,0.0012807931527557767,0.0005687597901052898,0.000867361716298365,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0005232307211732897,0.001230709263207073,0.0005232307211732897,0.000842702202583558
68,680,0.00018888888888888888,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005765692038541448,0.0012991619477290164,0.0005765692038541448,0.0008799393611130448,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0005310401349221446,0.0012490780581803128,0.0005310401349221446,0.0008552798473982378
69,690,0.00019166666666666667,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.000584378617603,0.0013175307427022564,0.000584378617603,0.0008925170059277249,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0005388495486709998,0.0012674468531535528,0.0005388495486709998,0.0008678574922129179
70,700,0.00019444444444444443,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005921880313518549,0.0013358995376754961,0.0005921880313518549,0.0009050946507424048,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0005466589624198547,0.0012858156481267925,0.0005466589624198547,0.0008804351370275978
71,710,0.00019722222222222222,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0005999974451007101,0.001354268332648736,0.0005999974451007101,0.0009176722955570848,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0005544683761687099,0.0013041844431000325,0.0005544683761687099,0.0008930127818422778
72,720,0.0002,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006078068588495652,0.001372637127621976,0.0006078068588495652,0.0009302499403717648,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.000562277789917565,0.0013225532380732724,0.000562277789917565,0.0009055904266569578
73,730,0.00020277777777777777,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006156162725984202,0.001391005922595216,0.0006156162725984202,0.0009428275851864447,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.00057008720366642,0.0013409220330465124,0.00057008720366642,0.0009181680714716377
74,740,0.00020555555555555556,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006234256863472753,0.001409374717568456,0.0006234256863472753,0.0009554052300011247,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0005778966174152751,0.0013592908280197524,0.0005778966174152751,0.0009307457162863177
75,750,0.00020833333333333335,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006312351000961303,0.001427743512541696,0.0006312351000961303,0.0009679828748158047,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0005857060311641302,0.0013776596229929923,0.0005857060311641302,0.0009433233611009977
76,760,0.0002111111111111111,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006390445138449854,0.0014461123075149357,0.0006390445138449854,0.0009805605196304846,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0005935154449129852,0.001396028417966232,0.0005935154449129852,0.0009559010059156776
77,770,0.0002138888888888889,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006468539275938405,0.0014644811024881756,0.0006468539275938405,0.0009931381644451645,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0006013248586618403,0.001414397212939472,0.0006013248586618403,0.0009684786507303576
78,780,0.00021666666666666666,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006546633413426955,0.0014828498974614154,0.0006546633413426955,0.0010057158092598446,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0006091342724106953,0.0014327660079127117,0.0006091342724106953,0.0009810562955450376
79,790,0.00021944444444444444,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006624727550915506,0.0015012186924346553,0.0006624727550915506,0.0010182934540745245,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0006169436861595504,0.0014511348028859517,0.0006169436861595504,0.0009936339403597175
80,800,0.00022222222222222223,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006702821688404058,0.0015195874874078953,0.0006702821688404058,0.0010308710988892046,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0006247530999084056,0.0014695035978591917,0.0006247530999084056,0.0010062115851743976
81,810,0.000225,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006780915825892607,0.001537956282381135,0.0006780915825892607,0.0010434487437038845,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0006325625136572605,0.0014878723928324314,0.0006325625136572605,0.0010187892299890775
82,820,0.00022777777777777778,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006859009963381159,0.001556325077354375,0.0006859009963381159,0.0010560263885185644,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0006403719274061157,0.0015062411878056714,0.0006403719274061157,0.0010313668748037574
83,830,0.00023055555555555554,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0006937104100869708,0.001574693872327615,0.0006937104100869708,0.0010686040333332443,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0006481813411549707,0.0015246099827789113,0.0006481813411549707,0.0010439445196184372
84,840,0.00023333333333333333,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.000701519823835826,0.0015930626673008549,0.000701519823835826,0.0010811816781479244,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0006559907549038258,0.0015429787777521513,0.0006559907549038258,0.0010565221644331174
85,850,0.00023611111111111112,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007093292375846811,0.0016114314622740948,0.0007093292375846811,0.0010937593229626043,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0006638001686526809,0.0015613475727253912,0.0006638001686526809,0.0010690998092477972
86,860,0.00023888888888888888,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007171386513335361,0.0016298002572473346,0.0007171386513335361,0.0011063369677772842,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.000671609582401536,0.001579716367698631,0.000671609582401536,0.0010816774540624771
87,870,0.00024166666666666667,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007249480650823912,0.0016481690522205745,0.0007249480650823912,0.0011189146125919643,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.000679418996150391,0.001598085162671871,0.000679418996150391,0.0010942550988771573
88,880,0.00024444444444444443,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007327574788312463,0.0016665378471938143,0.0007327574788312463,0.0011314922574066442,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0006872284098992461,0.0016164539576451107,0.0006872284098992461,0.0011068327436918371
89,890,0.00024722222222222224,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007405668925801014,0.0016849066421670545,0.0007405668925801014,0.0011440699022213243,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0006950378236481012,0.0016348227526183509,0.0006950378236481012,0.0011194103885065173
90,900,0.00025,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007483763063289564,0.0017032754371402942,0.0007483763063289564,0.0011566475470360042,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0007028472373969562,0.0016531915475915906,0.0007028472373969562,0.0011319880333211972
91,910,0.00025277777777777777,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007561857200778114,0.001721644232113534,0.0007561857200778114,0.001169225191850684,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0007106566511458113,0.0016715603425648303,0.0007106566511458113,0.001144565678135877
92,920,0.0002555555555555556,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007639951338266666,0.0017400130270867741,0.0007639951338266666,0.0011818028366653642,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0007184660648946664,0.0016899291375380705,0.0007184660648946664,0.0011571433229505572
93,930,0.00025833333333333334,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007718045475755217,0.0017583818220600139,0.0007718045475755217,0.001194380481480044,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0007262754786435215,0.0017082979325113103,0.0007262754786435215,0.001169720967765237
94,940,0.0002611111111111111,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007796139613243766,0.0017767506170332538,0.0007796139613243766,0.001206958126294724,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0007340848923923764,0.0017266667274845502,0.0007340848923923764,0.001182298612579917
95,950,0.00026388888888888886,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007874233750732317,0.0017951194120064936,0.0007874233750732317,0.0012195357711094039,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0007418943061412315,0.00174503552245779,0.0007418943061412315,0.0011948762573945968
96,960,0.0002666666666666667,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0007952327888220869,0.0018134882069797337,0.0007952327888220869,0.001232113415924084,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0007497037198900867,0.0017634043174310301,0.0007497037198900867,0.001207453902209277
97,970,0.00026944444444444444,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0008030422025709418,0.0018318570019529735,0.0008030422025709418,0.0012446910607387639,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0007575131336389416,0.0017817731124042699,0.0007575131336389416,0.0012200315470239568
98,980,0.0002722222222222222,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0008108516163197969,0.0018502257969262132,0.0008108516163197969,0.0012572687055534438,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0007653225473877967,0.0018001419073775096,0.0007653225473877967,0.0012326091918386367
99,990,0.000275,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.000818661030068652,0.0018685945918994534,0.000818661030068652,0.0012698463503681239,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0007731319611366519,0.0018185107023507498,0.0007731319611366519,0.0012451868366533168
100,1000,0.0002777777777777778,1.8189199116353798e-05,1.2463145624577203e-05,"['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(96), np.int64(16)]","['hnsw', np.int64(88), np.int64(1024)]","['ivf', np.int64(32), np.int64(32)]",0.0008264704438175071,0.0018869633868726931,0.0008264704438175071,0.0012824239951828038,4.5529068932000235e-05,5.008388954870352e-05,4.5529068932000235e-05,2.4659513714807017e-05,0.0007809413748855069,0.0018368794973239895,0.0007809413748855069,0.0012577644814679967
