,memory,threads,read_file runtime,total sum column runtime,total count distinct runtime,total aggregate runtime,avg sum column runtime,avg count distinct runtime,avg aggregate runtime,rounds,start,end,total_runtime,Average CPU Dynamic Energy per Round,Average DRAM Dynamic Energy per Round,Average CPU Energy per Round Unscaled,Average DRAM Energy per Round Unscaled,Average CPU Energy per Round,Average DRAM Energy per Round,Average CPU Power,Average DRAM Power,CPU-seconds,Memory-seconds,Max Memory Usage (GiB),CPU Embodied CI (gCO2eq/CPU-s),Memory Embodied CI (gCO2eq/GiB-s),CPU Operational Carbon,Memory Operational Carbon,Total Operational Carbon,CPU Embodied Carbon,Memory Embodied Carbon,Total Embodied Carbon,Total Carbon Footprint,workload,Grid CI (gCO2eq/kWh),Min CF,Min Runtime,Min Energy,Min Embodied,CF Improvement over Perf-Optimal (%),CF Improvement over Energy-Optimal (%),CF Improvement over Embodied-Optimal (%),CF Improvement over CF-Optimal (%)
393,24,48,4.482,122.8249,78.3373,288.745,40.941633333333336,39.16865,48.12416666666667,3,1730029322.253067,1730029668.7080824,489.9072,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,321.7533141210374,35.73878962536023,23515.5456,11757.7728,17.49,1.81891991163538e-05,1.2463145624577203e-05,9.195040470685878,1.0213402708103747,10.216380741496254,0.4277289412480974,0.1465388346270928,0.5742677758751903,10.790648517371444,spark,210,True,False,False,False,-384.3662966454386,-384.3662966454386,-187.58309835064574,-430.5787140347053
434,64,64,4.7052,109.0459,71.0658,266.41880000000003,36.34863333333333,35.5329,44.40313333333334,3,1730014241.6311529,1730014554.489039,446.5305,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,323.96607028753994,39.31632587859425,28577.952,28577.952,32.19,1.81891991163538e-05,1.2463145624577203e-05,8.438542661997603,1.024096421409345,9.462639083406948,0.5198100592656013,0.3561711774281773,0.8759812366937787,10.338620320100729,spark,210,False,True,True,False,-364.0758364808937,-364.0758364808937,-175.53603099378628,-408.352381740662
442,2,8,4.3974,504.2692,326.4726,1143.5709,168.08973333333333,163.2363,190.59515,3,1730118526.9977224,1730119930.02197,1974.3127,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,184.8237731811697,22.78363766048502,15794.5016,3948.6254,3.252,1.81891991163538e-05,1.2463145624577203e-05,27.367494199012707,3.37365188889704,30.741146087909748,0.2872893345459686,0.0492122933771044,0.3365016279230731,31.07764771583282,spark,270,False,False,False,True,-1295.000968508643,-1295.000968508643,-728.2547805334489,-1428.0952144576809
502,24,48,4.482,122.8249,78.3373,288.745,40.941633333333336,39.16865,48.12416666666667,3,1730029322.253067,1730029668.7080824,489.9072,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,321.7533141210374,35.73878962536023,23515.5456,11757.7728,17.49,1.81891991163538e-05,1.2463145624577203e-05,11.822194890881844,1.313151776756196,13.13534666763804,0.4277289412480974,0.1465388346270928,0.5742677758751903,13.70961444351323,spark,270,True,False,False,False,-515.3916667521027,-515.3916667521027,-265.3768716969304,-574.1049520462735
543,64,64,4.7052,109.0459,71.0658,266.41880000000003,36.34863333333333,35.5329,44.40313333333334,3,1730014241.6311529,1730014554.489039,446.5305,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,323.96607028753994,39.31632587859425,28577.952,28577.952,32.19,1.81891991163538e-05,1.2463145624577203e-05,10.849554851139777,1.3166953989548722,12.166250250094649,0.5198100592656013,0.3561711774281773,0.8759812366937787,13.042231486788427,spark,270,False,True,True,False,-485.4344486411915,-485.4344486411915,-247.59035421632154,-541.2895758084437
551,2,8,4.3974,504.2692,326.4726,1143.5709,168.08973333333333,163.2363,190.59515,3,1730118526.9977224,1730119930.02197,1974.3127,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,184.8237731811697,22.78363766048502,15794.5016,3948.6254,3.252,1.81891991163538e-05,1.2463145624577203e-05,33.44915957657109,4.1233523086519375,37.57251188522303,0.2872893345459686,0.0492122933771044,0.3365016279230731,37.9090135131461,spark,330,False,False,False,True,-1601.644572639396,-1601.644572639396,-910.3184756668112,-1763.9950701525524
611,24,48,4.482,122.8249,78.3373,288.745,40.941633333333336,39.16865,48.12416666666667,3,1730029322.253067,1730029668.7080824,489.9072,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,321.7533141210374,35.73878962536023,23515.5456,11757.7728,17.49,1.81891991163538e-05,1.2463145624577203e-05,14.449349311077809,1.6049632827020175,16.054312593779827,0.4277289412480974,0.1465388346270928,0.5742677758751903,16.628580369655015,spark,330,True,False,False,False,-646.4170368587668,-646.4170368587668,-343.1706450432151,-717.631190057842
652,64,64,4.7052,109.0459,71.0658,266.41880000000003,36.34863333333333,35.5329,44.40313333333334,3,1730014241.6311529,1730014554.489039,446.5305,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,323.96607028753994,39.31632587859425,28577.952,28577.952,32.19,1.81891991163538e-05,1.2463145624577203e-05,13.26056704028195,1.6092943765003995,14.86986141678235,0.5198100592656013,0.3561711774281773,0.8759812366937787,15.745842653476128,spark,330,False,True,True,False,-606.7930608014894,-606.7930608014894,-319.64467743885683,-674.2267698762255
660,2,8,4.3974,504.2692,326.4726,1143.5709,168.08973333333333,163.2363,190.59515,3,1730118526.9977224,1730119930.02197,1974.3127,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,184.8237731811697,22.78363766048502,15794.5016,3948.6254,3.252,1.81891991163538e-05,1.2463145624577203e-05,39.53082495412946,4.873052728406835,44.4038776825363,0.2872893345459686,0.0492122933771044,0.3365016279230731,44.74037931045937,spark,390,False,False,False,True,-1908.2881767701483,-1908.2881767701483,-1092.382170800173,-2099.8949258474236
720,24,48,4.482,122.8249,78.3373,288.745,40.941633333333336,39.16865,48.12416666666667,3,1730029322.253067,1730029668.7080824,489.9072,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,321.7533141210374,35.73878962536023,23515.5456,11757.7728,17.49,1.81891991163538e-05,1.2463145624577203e-05,17.076503731273775,1.8967747886478388,18.97327851992161,0.4277289412480974,0.1465388346270928,0.5742677758751903,19.547546295796803,spark,390,True,False,False,False,-777.4424069654309,-777.4424069654309,-420.96441838949977,-861.1574280694103
761,64,64,4.7052,109.0459,71.0658,266.41880000000003,36.34863333333333,35.5329,44.40313333333334,3,1730014241.6311529,1730014554.489039,446.5305,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,323.96607028753994,39.31632587859425,28577.952,28577.952,32.19,1.81891991163538e-05,1.2463145624577203e-05,15.671579229424122,1.9018933540459264,17.57347258347005,0.5198100592656013,0.3561711774281773,0.8759812366937787,18.44945382016383,spark,390,False,True,True,False,-728.1516729617874,-728.1516729617874,-391.69900066139206,-807.1639639440074
769,2,8,4.3974,504.2692,326.4726,1143.5709,168.08973333333333,163.2363,190.59515,3,1730118526.9977224,1730119930.02197,1974.3127,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,184.8237731811697,22.78363766048502,15794.5016,3948.6254,3.252,1.81891991163538e-05,1.2463145624577203e-05,45.61249033168785,5.622753148161733,51.23524347984959,0.2872893345459686,0.0492122933771044,0.3365016279230731,51.57174510777266,spark,450,False,False,False,True,-2214.931780900902,-2214.931780900902,-1274.4458659335355,-2435.794781542296
829,24,48,4.482,122.8249,78.3373,288.745,40.941633333333336,39.16865,48.12416666666667,3,1730029322.253067,1730029668.7080824,489.9072,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,321.7533141210374,35.73878962536023,23515.5456,11757.7728,17.49,1.81891991163538e-05,1.2463145624577203e-05,19.70365815146974,2.18858629459366,21.8922444460634,0.4277289412480974,0.1465388346270928,0.5742677758751903,22.466512221938583,spark,450,True,False,False,False,-908.4677770720946,-908.4677770720946,-498.75819173578435,-1004.6836660809785
870,64,64,4.7052,109.0459,71.0658,266.41880000000003,36.34863333333333,35.5329,44.40313333333334,3,1730014241.6311529,1730014554.489039,446.5305,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,323.96607028753994,39.31632587859425,28577.952,28577.952,32.19,1.81891991163538e-05,1.2463145624577203e-05,18.08259141856629,2.1944923315914537,20.27708375015775,0.5198100592656013,0.3561711774281773,0.8759812366937787,21.15306498685153,spark,450,False,True,True,False,-849.5102851220853,-849.5102851220853,-463.7533238839273,-940.101158011789
878,2,8,4.3974,504.2692,326.4726,1143.5709,168.08973333333333,163.2363,190.59515,3,1730118526.9977224,1730119930.02197,1974.3127,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,184.8237731811697,22.78363766048502,15794.5016,3948.6254,3.252,1.81891991163538e-05,1.2463145624577203e-05,51.69415570924623,6.37245356791663,58.06660927716286,0.2872893345459686,0.0492122933771044,0.3365016279230731,58.40311090508593,spark,510,False,False,False,True,-2521.575385031655,-2521.575385031655,-1456.5095610668977,-2771.694637237167
938,24,48,4.482,122.8249,78.3373,288.745,40.941633333333336,39.16865,48.12416666666667,3,1730029322.253067,1730029668.7080824,489.9072,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,321.7533141210374,35.73878962536023,23515.5456,11757.7728,17.49,1.81891991163538e-05,1.2463145624577203e-05,22.330812571665707,2.480397800539482,24.81121037220519,0.4277289412480974,0.1465388346270928,0.5742677758751903,25.385478148080377,spark,510,True,False,False,False,-1039.4931471787593,-1039.4931471787593,-576.5519650820693,-1148.2099040925473
979,64,64,4.7052,109.0459,71.0658,266.41880000000003,36.34863333333333,35.5329,44.40313333333334,3,1730014241.6311529,1730014554.489039,446.5305,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,323.96607028753994,39.31632587859425,28577.952,28577.952,32.19,1.81891991163538e-05,1.2463145624577203e-05,20.49360360770847,2.4870913091369813,22.98069491684545,0.5198100592656013,0.3561711774281773,0.8759812366937787,23.85667615353923,spark,510,False,True,True,False,-970.8688972823833,-970.8688972823833,-535.8076471064626,-1073.0383520795708
987,2,8,4.3974,504.2692,326.4726,1143.5709,168.08973333333333,163.2363,190.59515,3,1730118526.9977224,1730119930.02197,1974.3127,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,184.8237731811697,22.78363766048502,15794.5016,3948.6254,3.252,1.81891991163538e-05,1.2463145624577203e-05,60.8166537755838,7.497004197548977,68.31365797313278,0.2872893345459686,0.0492122933771044,0.3365016279230731,68.65015960105585,spark,600,False,False,False,True,-2981.5407912277847,-2981.5407912277847,-1729.605103766941,-3275.5444207794744
1047,24,48,4.482,122.8249,78.3373,288.745,40.941633333333336,39.16865,48.12416666666667,3,1730029322.253067,1730029668.7080824,489.9072,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,321.7533141210374,35.73878962536023,23515.5456,11757.7728,17.49,1.81891991163538e-05,1.2463145624577203e-05,26.271544201959653,2.9181150594582133,29.189659261417862,0.4277289412480974,0.1465388346270928,0.5742677758751903,29.76392703729305,spark,600,True,False,False,False,-1236.031202338755,-1236.031202338755,-693.2426251014962,-1363.4992611098996
1088,64,64,4.7052,109.0459,71.0658,266.41880000000003,36.34863333333333,35.5329,44.40313333333334,3,1730014241.6311529,1730014554.489039,446.5305,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,323.96607028753994,39.31632587859425,28577.952,28577.952,32.19,1.81891991163538e-05,1.2463145624577203e-05,24.110121891421727,2.925989775455272,27.036111666877,0.5198100592656013,0.3561711774281773,0.8759812366937787,27.912092903570777,spark,600,False,True,True,False,-1152.90681552283,-1152.90681552283,-643.8891319402654,-1272.4441431812434
1096,2,8,4.3974,504.2692,326.4726,1143.5709,168.08973333333333,163.2363,190.59515,3,1730118526.9977224,1730119930.02197,1974.3127,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,184.8237731811697,22.78363766048502,15794.5016,3948.6254,3.252,1.81891991163538e-05,1.2463145624577203e-05,70.9527627381811,8.746504897140472,79.69926763532156,0.2872893345459686,0.0492122933771044,0.3365016279230731,80.03576926324463,spark,700,False,False,False,True,-3492.613464779039,-3492.613464779039,-2033.044595655878,-3835.377513604259
1156,24,48,4.482,122.8249,78.3373,288.745,40.941633333333336,39.16865,48.12416666666667,3,1730029322.253067,1730029668.7080824,489.9072,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,321.7533141210374,35.73878962536023,23515.5456,11757.7728,17.49,1.81891991163538e-05,1.2463145624577203e-05,30.650134902286258,3.4044675693679154,34.05460247165417,0.4277289412480974,0.1465388346270928,0.5742677758751903,34.62887024752936,spark,700,True,False,False,False,-1454.4068191831952,-1454.4068191831952,-822.8989140119706,-1602.709657795847
1197,64,64,4.7052,109.0459,71.0658,266.41880000000003,36.34863333333333,35.5329,44.40313333333334,3,1730014241.6311529,1730014554.489039,446.5305,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,323.96607028753994,39.31632587859425,28577.952,28577.952,32.19,1.81891991163538e-05,1.2463145624577203e-05,28.128475539992014,3.41365473803115,31.54213027802317,0.5198100592656013,0.3561711774281773,0.8759812366937787,32.41811151471694,spark,700,False,True,True,False,-1355.1711691233263,-1355.1711691233263,-763.9796706444907,-1494.0061332942128
1205,2,8,4.3974,504.2692,326.4726,1143.5709,168.08973333333333,163.2363,190.59515,3,1730118526.9977224,1730119930.02197,1974.3127,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,184.8237731811697,22.78363766048502,15794.5016,3948.6254,3.252,1.81891991163538e-05,1.2463145624577203e-05,81.0888717007784,9.996005596731967,91.08487729751036,0.2872893345459686,0.0492122933771044,0.3365016279230731,91.42137892543344,spark,800,False,False,False,True,-4003.686138330295,-4003.686138330295,-2336.4840875448153,-4395.2106064290465
1265,24,48,4.482,122.8249,78.3373,288.745,40.941633333333336,39.16865,48.12416666666667,3,1730029322.253067,1730029668.7080824,489.9072,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,321.7533141210374,35.73878962536023,23515.5456,11757.7728,17.49,1.81891991163538e-05,1.2463145624577203e-05,35.02872560261287,3.890820079277618,38.91954568189049,0.4277289412480974,0.1465388346270928,0.5742677758751903,39.49381345776568,spark,800,True,False,False,False,-1672.7824360276359,-1672.7824360276359,-952.5552029224453,-1841.9200544817948
1306,64,64,4.7052,109.0459,71.0658,266.41880000000003,36.34863333333333,35.5329,44.40313333333334,3,1730014241.6311529,1730014554.489039,446.5305,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,323.96607028753994,39.31632587859425,28577.952,28577.952,32.19,1.81891991163538e-05,1.2463145624577203e-05,32.1468291885623,3.901319700607029,36.048148889169326,0.5198100592656013,0.3561711774281773,0.8759812366937787,36.9241301258631,spark,800,False,True,True,False,-1557.4355227238227,-1557.4355227238227,-884.0702093487159,-1715.5681234071822
1314,2,8,4.3974,504.2692,326.4726,1143.5709,168.08973333333333,163.2363,190.59515,3,1730118526.9977224,1730119930.02197,1974.3127,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,364899.9226535028,44982.02518529386,184.8237731811697,22.78363766048502,15794.5016,3948.6254,3.252,1.81891991163538e-05,1.2463145624577203e-05,91.2249806633757,11.245506296323466,102.47048695969916,0.2872893345459686,0.0492122933771044,0.3365016279230731,102.80698858762224,spark,900,False,False,False,True,-4514.758811881549,-4514.758811881549,-2639.9235794337524,-4955.0436992538325
1374,24,48,4.482,122.8249,78.3373,288.745,40.941633333333336,39.16865,48.12416666666667,3,1730029322.253067,1730029668.7080824,489.9072,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,157629.2652117579,17508.69035674928,321.7533141210374,35.73878962536023,23515.5456,11757.7728,17.49,1.81891991163538e-05,1.2463145624577203e-05,39.40731630293948,4.37717258918732,43.7844888921268,0.4277289412480974,0.1465388346270928,0.5742677758751903,44.35875666800199,spark,900,True,False,False,False,-1891.1580528720758,-1891.1580528720758,-1082.2114918329196,-2081.1304511677417
1415,64,64,4.7052,109.0459,71.0658,266.41880000000003,36.34863333333333,35.5329,44.40313333333334,3,1730014241.6311529,1730014554.489039,446.5305,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,323.96607028753994,39.31632587859425,28577.952,28577.952,32.19,1.81891991163538e-05,1.2463145624577203e-05,36.16518283713259,4.388984663182908,40.5541675003155,0.5198100592656013,0.3561711774281773,0.8759812366937787,41.43014873700928,spark,900,False,True,True,False,-1759.69987632432,-1759.69987632432,-1004.1607480529418,-1937.1301135201525
