,memory,threads,read_file runtime,total sum column runtime,total count distinct runtime,total aggregate runtime,avg sum column runtime,avg count distinct runtime,avg aggregate runtime,rounds,start,end,total_runtime,Average CPU Dynamic Energy per Round,Average DRAM Dynamic Energy per Round,Average CPU Energy per Round Unscaled,Average DRAM Energy per Round Unscaled,Average CPU Energy per Round,Average DRAM Energy per Round,Average CPU Power,Average DRAM Power,CPU-seconds,Memory-seconds,Max Memory Usage (GiB)
88,48,24,4.6508,164.3953,109.0449,395.1588,54.79843333333333,54.522450000000006,65.85979999999999,3,1730052828.852811,1730053299.4744673,668.5989999999999,216882.0457912526,21591.48910764331,216882.0457912526,21591.48910764331,216882.0457912526,21591.48910764331,324.38284501061565,32.29363057324841,16046.375999999998,32092.752,22.49
89,48,32,4.361,136.0457,90.1091,328.9327,45.34856666666667,45.054550000000006,54.822116666666666,3,1730039174.4117792,1730039563.8926525,555.0875000000001,180232.3164383034,19548.75478984576,180232.3164383034,19548.75478984576,180232.3164383034,19548.75478984576,324.6917223650386,35.2174293059126,17762.800000000003,26644.200000000004,20.92
90,48,48,4.6894,121.9068,77.5875,289.6682,40.6356,38.79375,48.278033333333326,3,1730027190.857447,1730027535.1586308,489.1625,158131.9300192029,18458.35552608696,158131.9300192029,18458.35552608696,158131.9300192029,18458.35552608696,323.2707536231884,37.73460869565218,23479.800000000003,23479.800000000003,26.13
91,48,64,4.9236,117.6933,75.9658,278.9601,39.231100000000005,37.9829,46.49335,3,1730015561.1961548,1730015891.789769,472.6192,152981.85183453778,18361.22736294864,152981.85183453778,18361.22736294864,152981.85183453778,18361.22736294864,323.6894561933535,38.84993957703927,30247.6288,22685.7216,26.36
92,48,80,4.8724,111.5569,72.3972,270.27320000000003,37.185633333333335,36.1986,45.04553333333334,3,1730004883.5760992,1730005199.5396645,454.2273,146980.83901058545,18060.350559351267,146980.83901058545,18060.350559351267,146980.83901058545,18060.350559351267,323.584335443038,39.76060126582279,36338.184,21802.9104,27.14
93,48,92,4.9886,113.4503,72.3742,272.0886,37.816766666666666,36.1871,45.3481,3,1729993892.3731174,1729994213.2840266,457.9131,147933.19210791588,18261.7598756729,147933.19210791588,18261.7598756729,147933.19210791588,18261.7598756729,323.05953271028034,39.88040498442368,42128.0052,21979.8288,27.65
94,56,8,4.3931,427.30320000000006,278.99350000000004,997.7193,142.4344,139.49675000000002,166.28655,3,1730089706.232464,1730090910.59369,1704.016,334919.5469476412,41411.891298870425,334919.5469476412,41411.891298870425,334919.5469476412,41411.891298870425,196.54718438538205,24.30252491694352,13632.128,95424.896,22.72
95,56,16,4.8506,224.3615,147.3637,532.0662,74.78716666666666,73.68185,88.6777,3,1730067668.7953012,1730068304.5081863,903.7914,250933.20588466985,26102.689318754718,250933.20588466985,26102.689318754718,250933.20588466985,26102.689318754718,277.64504716981133,28.88132075471698,14460.6624,50612.3184,23.26
96,56,24,4.6859,164.0494,107.2494,389.9365,54.68313333333333,53.6247,64.98941666666666,3,1730051874.2283926,1730052340.807601,661.2353,214771.1126566288,21493.07030733477,214771.1126566288,21493.07030733477,214771.1126566288,21493.07030733477,324.80285407725324,32.504420600858374,15869.6472,37029.1768,25.68
97,56,32,4.6736,131.92069999999998,87.3038,318.6065,43.97356666666666,43.6519,53.10108333333333,3,1730038389.608016,1730038767.4291117,537.8309999999999,174831.42495724134,19169.509456312997,174831.42495724134,19169.509456312997,174831.42495724134,19169.509456312997,325.0675862068965,35.642254641909815,17210.591999999997,30118.535999999996,23.74
98,56,48,4.9483,118.8098,76.5949,283.6607,39.60326666666666,38.29745,47.27678333333333,3,1730026495.0244331,1730026832.6097603,479.0654,155086.84685066468,18239.19967201187,155086.84685066468,18239.19967201187,155086.84685066468,18239.19967201187,323.72792284866466,38.07246290801187,22995.1392,26827.6624,29.65
99,56,64,5.2183,113.305,72.47059999999999,269.2416,37.76833333333334,36.2353,44.8736,3,1730014892.9844167,1730015211.4518604,455.0172,147357.20610910343,17859.69611337931,147357.20610910343,17859.69611337931,147357.20610910343,17859.69611337931,323.8497492163009,39.25059561128526,29121.1008,25480.9632,28.47
100,56,80,4.9008,114.0372,72.3646,269.6315,38.0124,36.1823,44.93858333333333,3,1730004221.1202333,1730004541.0780354,456.0333,147624.14991059064,18078.086329640624,147624.14991059064,18078.086329640624,147624.14991059064,18078.086329640624,323.71353125,39.64203125,36482.664,25537.8648,30.19
101,56,92,4.8832,112.8426,71.737,268.6894,37.6142,35.8685,44.78156666666666,3,1729993236.53046,1729993552.831779,453.269,146474.56368791798,18158.470893438487,146474.56368791798,18158.470893438487,146474.56368791798,18158.470893438487,323.1515141955836,40.061135646687696,41700.748,25383.064,32.1
102,64,8,4.6384,434.0425,284.62530000000004,1006.0174,144.68083333333334,142.31265000000002,167.66956666666667,3,1730087264.306624,1730088481.2991607,1724.6852,337360.5135051733,41874.2654418636,337360.5135051733,41874.2654418636,337360.5135051733,41874.2654418636,195.60700903861957,24.279367296631055,13797.4816,110379.8528,25.66
103,64,16,4.4533,231.2205,150.03,541.8294,77.07350000000001,75.015,90.3049,3,1730066361.833953,1730067013.3100474,923.0799,254882.46680011056,26482.65187206912,254882.46680011056,26482.65187206912,254882.46680011056,26482.65187206912,276.1217818740399,28.689447004608294,14769.2784,59077.1136,25.97
104,64,24,4.6502,163.5174,107.7686,389.0081,54.5058,53.8843,64.83468333333333,3,1730050923.0828211,1730051387.3044682,660.2941,214311.34296652157,21473.47565581465,214311.34296652157,21473.47565581465,214311.34296652157,21473.47565581465,324.569525862069,32.52107758620689,15847.058399999998,42258.8224,27.82
105,64,32,4.6985,137.7413,91.1181,331.4665,45.91376666666667,45.55905,55.244416666666666,3,1730037600.1801026,1730037992.544834,560.3259,181956.44484856375,19665.66663052041,181956.44484856375,19665.66663052041,181956.44484856375,19665.66663052041,324.73323979591834,35.09683673469387,17930.4288,35860.8576,29.81
106,64,48,4.7532,108.912,72.15629999999999,267.5682,36.304,36.07815,44.5947,3,1730025836.2541122,1730026149.3271928,448.6365,145632.1809336901,17454.926870942494,145632.1809336901,17454.926870942494,145632.1809336901,17454.926870942494,324.6106389776358,38.90661341853036,21534.552,28712.736,27.94
107,64,64,4.7052,109.0459,71.0658,266.41880000000003,36.34863333333333,35.5329,44.40313333333334,3,1730014241.6311529,1730014554.489039,446.5305,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,144660.73134853036,17555.93865273163,323.96607028753994,39.31632587859425,28577.952,28577.952,32.19
108,64,80,4.6117,113.35739999999998,74.4405,272.2271,37.7858,37.22025,45.371183333333335,3,1730003561.6464565,1730003884.3663104,460.025,148680.6781749226,18083.69668808049,148680.6781749226,18083.69668808049,148680.6781749226,18083.69668808049,323.2013003095975,39.31024767801857,36802.0,29441.6,31.68
